numero_processo;classe;assuntos;municipio;data_ajuizamento;data_ajuizamento_hora;ultima_atualizacao;ultima_atualizacao_hora;formato;codigo;orgao_julgador
00008082220198160065;Inquérito Policial;Dano Ambiental;Cerro Azul;05/04/2019;08:55:02;;;{'codigo': 1, 'nome': 'Eletrônico'};00008082220198160065;CATANDUVAS - JUÍZO ÚNICO
00002845420218160065;Ação Penal - Procedimento Sumaríssimo;Dano Ambiental;Cerro Azul;24/02/2021;12:26:54;;;{'codigo': 1, 'nome': 'Eletrônico'};00002845420218160065;CATANDUVAS - JUÍZO ÚNICO
00011292320208160065;Termo Circunstanciado;Dano Ambiental;Cerro Azul;06/05/2020;18:39:19;;;{'codigo': 1, 'nome': 'Eletrônico'};00011292320208160065;CATANDUVAS - JUÍZO ÚNICO
00016256320218160147;Ação Civil Pública;Dano Ambiental;Rio Branco do Sul;07/06/2021;08:47:11;;;{'codigo': 1, 'nome': 'Eletrônico'};00016256320218160147;RIO BRANCO DO SUL - VARA CÍVEL, DA FAZENDA PÚBLICA, ACIDENTES DO TRABALHO, REGISTROS PÚBLICOS E CORREGEDORIA DO FORO EXTRAJUDICIAL
00016172220138160065;Ação Civil Pública;Dano Ambiental;Cerro Azul;06/09/2013;18:57:47;;;{'codigo': 1, 'nome': 'Eletrônico'};00016172220138160065;CATANDUVAS - JUÍZO ÚNICO
00015471920248160065;Carta Precatória Cível;Dano Ambiental;Cerro Azul;02/07/2024;12:56:09;;;{'codigo': 1, 'nome': 'Eletrônico'};00015471920248160065;CATANDUVAS - JUÍZO ÚNICO
00031171820068160147;Ação Civil Pública;Dano Ambiental;Rio Branco do Sul;13/12/2006;00:00:00;;;{'codigo': 1, 'nome': 'Eletrônico'};00031171820068160147;RIO BRANCO DO SUL - VARA CÍVEL, DA FAZENDA PÚBLICA, ACIDENTES DO TRABALHO, REGISTROS PÚBLICOS E CORREGEDORIA DO FORO EXTRAJUDICIAL
00030324120208160147;Ação Civil Pública;Dano Ambiental;Rio Branco do Sul;16/11/2020;15:40:12;;;{'codigo': 1, 'nome': 'Eletrônico'};00030324120208160147;RIO BRANCO DO SUL - VARA CÍVEL, DA FAZENDA PÚBLICA, ACIDENTES DO TRABALHO, REGISTROS PÚBLICOS E CORREGEDORIA DO FORO EXTRAJUDICIAL
00001939020238160065;Procedimento Investigatório Criminal (PIC-MP) ;Contra a Fauna;Cerro Azul;10/02/2023;09:49:57;;;{'codigo': 1, 'nome': 'Eletrônico'};00001939020238160065;CATANDUVAS - JUÍZO ÚNICO
00008337020258160147;Termo Circunstanciado;Crimes contra a Fauna;Rio Branco do Sul;12/03/2025;14:03:14;;;{'codigo': 1, 'nome': 'Eletrônico'};00008337020258160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00004322620258160065;Termo Circunstanciado;Crimes contra a Fauna;Cerro Azul;24/02/2025;11:41:05;;;{'codigo': 1, 'nome': 'Eletrônico'};00004322620258160065;CATANDUVAS - JUÍZO ÚNICO
00016876420258160147;Ação Penal - Procedimento Sumaríssimo;Crimes contra a Fauna;Rio Branco do Sul;08/05/2025;11:30:21;;;{'codigo': 1, 'nome': 'Eletrônico'};00016876420258160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00016882020238160147;Ação Penal - Procedimento Sumaríssimo;Crimes contra a Fauna;Rio Branco do Sul;25/05/2023;10:29:17;;;{'codigo': 1, 'nome': 'Eletrônico'};00016882020238160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00007831520238160147;Notificação para Explicações;Crimes contra a Fauna;Rio Branco do Sul;07/03/2023;17:45:23;;;{'codigo': 1, 'nome': 'Eletrônico'};00007831520238160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00008018820238160065;Procedimento Investigatório Criminal (PIC-MP) ;Crimes contra a Fauna;Cerro Azul;09/05/2023;13:45:57;;;{'codigo': 1, 'nome': 'Eletrônico'};00008018820238160065;CATANDUVAS - JUÍZO ÚNICO
00026899220238160065;Ação Penal - Procedimento Sumário;Crimes contra a Fauna;Cerro Azul;11/12/2023;17:41:15;;;{'codigo': 1, 'nome': 'Eletrônico'};00026899220238160065;CATANDUVAS - JUÍZO ÚNICO
00002749420178160147;Inquérito Policial;Crimes contra a Fauna;Rio Branco do Sul;27/01/2017;15:40:26;;;{'codigo': 1, 'nome': 'Eletrônico'};00002749420178160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00010029120248160147;Termo Circunstanciado;Crimes contra a Fauna;Rio Branco do Sul;02/04/2024;15:43:26;;;{'codigo': 1, 'nome': 'Eletrônico'};00010029120248160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00009043220228160065;Carta Precatória Criminal;Crimes contra a Fauna;Cerro Azul;22/06/2022;14:00:05;;;{'codigo': 1, 'nome': 'Eletrônico'};00009043220228160065;CATANDUVAS - JUÍZO ÚNICO
00007416320238160147;Termo Circunstanciado;Crimes contra a Fauna;Rio Branco do Sul;01/03/2023;17:18:50;;;{'codigo': 1, 'nome': 'Eletrônico'};00007416320238160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00010610520228160065;Termo Circunstanciado;Crimes contra a Fauna;Cerro Azul;17/07/2022;14:26:42;;;{'codigo': 1, 'nome': 'Eletrônico'};00010610520228160065;CATANDUVAS - JUÍZO ÚNICO
00030254420238160147;Termo Circunstanciado;Crimes contra a Fauna;Rio Branco do Sul;12/09/2023;14:49:04;;;{'codigo': 1, 'nome': 'Eletrônico'};00030254420238160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00007347120238160147;Termo Circunstanciado;Crimes contra a Fauna;Rio Branco do Sul;01/03/2023;14:47:36;;;{'codigo': 1, 'nome': 'Eletrônico'};00007347120238160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00001903820238160065;Termo Circunstanciado;Crimes contra a Fauna;Cerro Azul;09/02/2023;14:51:34;;;{'codigo': 1, 'nome': 'Eletrônico'};00001903820238160065;CATANDUVAS - JUÍZO ÚNICO
00014045620168160147;Termo Circunstanciado;Crimes contra a Fauna;Rio Branco do Sul;28/04/2016;16:27:44;;;{'codigo': 1, 'nome': 'Eletrônico'};00014045620168160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00013407020218160147;Termo Circunstanciado;Crimes contra a Fauna;Rio Branco do Sul;05/05/2021;15:06:29;;;{'codigo': 1, 'nome': 'Eletrônico'};00013407020218160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00036472620238160147;Termo Circunstanciado;Crimes contra a Fauna;Rio Branco do Sul;11/11/2023;16:26:21;;;{'codigo': 1, 'nome': 'Eletrônico'};00036472620238160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00006486620248160147;Termo Circunstanciado;Crimes contra a Fauna;Rio Branco do Sul;02/03/2024;10:38:08;;;{'codigo': 1, 'nome': 'Eletrônico'};00006486620248160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00007603520248160147;Termo Circunstanciado;Crimes contra a Fauna;Rio Branco do Sul;11/03/2024;16:36:56;;;{'codigo': 1, 'nome': 'Eletrônico'};00007603520248160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00005672020248160147;Termo Circunstanciado;Crimes contra a Fauna;Rio Branco do Sul;23/02/2024;12:08:12;;;{'codigo': 1, 'nome': 'Eletrônico'};00005672020248160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00005776420248160147;Termo Circunstanciado;Crimes contra a Fauna;Rio Branco do Sul;24/02/2024;11:31:46;;;{'codigo': 1, 'nome': 'Eletrônico'};00005776420248160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00015637020248160065;Carta Precatória Criminal;Crimes contra a Fauna;Cerro Azul;03/07/2024;14:22:11;;;{'codigo': 1, 'nome': 'Eletrônico'};00015637020248160065;CATANDUVAS - JUÍZO ÚNICO
00036481120238160147;Termo Circunstanciado;Crimes contra a Fauna;Rio Branco do Sul;12/11/2023;11:31:26;;;{'codigo': 1, 'nome': 'Eletrônico'};00036481120238160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00017355720248160147;Termo Circunstanciado;Crimes contra a Fauna;Rio Branco do Sul;03/06/2024;15:24:51;;;{'codigo': 1, 'nome': 'Eletrônico'};00017355720248160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00009427820218160065;Carta Precatória Criminal;Crimes contra a Fauna;Cerro Azul;07/07/2021;17:30:10;;;{'codigo': 1, 'nome': 'Eletrônico'};00009427820218160065;CATANDUVAS - JUÍZO ÚNICO
00038248720238160147;Termo Circunstanciado;Crimes contra a Fauna;Rio Branco do Sul;29/11/2023;12:48:16;;;{'codigo': 1, 'nome': 'Eletrônico'};00038248720238160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00015658920148160065;Ação Penal - Procedimento Sumaríssimo;Crimes contra a Fauna;Cerro Azul;21/08/2014;13:34:32;;;{'codigo': 1, 'nome': 'Eletrônico'};00015658920148160065;CATANDUVAS - JUÍZO ÚNICO
00019528920238160065;Ação Penal - Procedimento Sumaríssimo;Crimes contra a Flora;Cerro Azul;13/09/2023;18:47:45;;;{'codigo': 1, 'nome': 'Eletrônico'};00019528920238160065;CATANDUVAS - JUÍZO ÚNICO
00002658820248160147;Termo Circunstanciado;Crimes contra a Flora;Rio Branco do Sul;26/01/2024;18:45:38;;;{'codigo': 1, 'nome': 'Eletrônico'};00002658820248160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00037182820238160147;Ação Penal - Procedimento Sumaríssimo;Crimes contra a Flora;Rio Branco do Sul;20/11/2023;14:52:34;;;{'codigo': 1, 'nome': 'Eletrônico'};00037182820238160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00034608120248160147;Termo Circunstanciado;Crimes contra a Flora;Rio Branco do Sul;01/11/2024;12:19:35;;;{'codigo': 1, 'nome': 'Eletrônico'};00034608120248160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00004197220258160147;Termo Circunstanciado;Crimes contra a Flora;Rio Branco do Sul;07/02/2025;12:16:52;;;{'codigo': 1, 'nome': 'Eletrônico'};00004197220258160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00022723420168160147;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Rio Branco do Sul;08/07/2016;21:39:44;;;{'codigo': 1, 'nome': 'Eletrônico'};00022723420168160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00000926320178160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;19/01/2017;15:57:37;;;{'codigo': 1, 'nome': 'Eletrônico'};00000926320178160065;CATANDUVAS - JUÍZO ÚNICO
00016044220218160065;Ação Penal - Procedimento Sumaríssimo;Crimes contra a Flora;Cerro Azul;06/11/2021;22:17:33;;;{'codigo': 1, 'nome': 'Eletrônico'};00016044220218160065;CATANDUVAS - JUÍZO ÚNICO
00018316120238160065;Procedimento Investigatório Criminal (PIC-MP) ;Crimes contra a Flora;Cerro Azul;30/08/2023;10:53:10;;;{'codigo': 1, 'nome': 'Eletrônico'};00018316120238160065;CATANDUVAS - JUÍZO ÚNICO
00008476420198160147;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Rio Branco do Sul;25/03/2019;17:09:23;;;{'codigo': 1, 'nome': 'Eletrônico'};00008476420198160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00013824020228160065;Ação Penal - Procedimento Ordinário;Crimes contra a Flora;Cerro Azul;15/09/2022;13:57:36;;;{'codigo': 1, 'nome': 'Eletrônico'};00013824020228160065;CATANDUVAS - JUÍZO ÚNICO
00015045320228160065;Inquérito Policial;Crimes contra a Flora;Cerro Azul;02/10/2022;18:37:49;;;{'codigo': 1, 'nome': 'Eletrônico'};00015045320228160065;CATANDUVAS - JUÍZO ÚNICO
00018760220228160065;Ação Penal - Procedimento Ordinário;Crimes contra a Flora;Cerro Azul;13/12/2022;11:02:21;;;{'codigo': 1, 'nome': 'Eletrônico'};00018760220228160065;CATANDUVAS - JUÍZO ÚNICO
00000987020178160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;19/01/2017;16:45:39;;;{'codigo': 1, 'nome': 'Eletrônico'};00000987020178160065;CATANDUVAS - JUÍZO ÚNICO
00012986820248160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;03/06/2024;18:03:44;;;{'codigo': 1, 'nome': 'Eletrônico'};00012986820248160065;CATANDUVAS - JUÍZO ÚNICO
00008510420198160147;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Rio Branco do Sul;25/03/2019;17:36:57;;;{'codigo': 1, 'nome': 'Eletrônico'};00008510420198160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00007726720258160065;Ação Penal - Procedimento Ordinário;Crimes contra a Flora;Cerro Azul;31/03/2025;17:53:47;;;{'codigo': 1, 'nome': 'Eletrônico'};00007726720258160065;CATANDUVAS - JUÍZO ÚNICO
00035189420188160147;Ação Penal - Procedimento Ordinário;Crimes contra a Flora;Rio Branco do Sul;05/11/2018;17:51:11;;;{'codigo': 1, 'nome': 'Eletrônico'};00035189420188160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00013807020228160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;15/09/2022;11:48:59;;;{'codigo': 1, 'nome': 'Eletrônico'};00013807020228160065;CATANDUVAS - JUÍZO ÚNICO
00016976820228160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;04/11/2022;19:48:09;;;{'codigo': 1, 'nome': 'Eletrônico'};00016976820228160065;CATANDUVAS - JUÍZO ÚNICO
00001081720178160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;19/01/2017;18:39:54;;;{'codigo': 1, 'nome': 'Eletrônico'};00001081720178160065;CATANDUVAS - JUÍZO ÚNICO
00006849720238160065;Procedimento Investigatório Criminal (PIC-MP) ;Crimes contra a Flora;Cerro Azul;19/04/2023;17:37:22;;;{'codigo': 1, 'nome': 'Eletrônico'};00006849720238160065;CATANDUVAS - JUÍZO ÚNICO
00032646620248160065;Inquérito Policial;Crimes contra a Flora;Cerro Azul;19/12/2024;16:43:14;;;{'codigo': 1, 'nome': 'Eletrônico'};00032646620248160065;CATANDUVAS - JUÍZO ÚNICO
00008567820198160065;Ação Penal - Procedimento Ordinário;Crimes contra a Flora;Cerro Azul;05/04/2019;13:47:16;;;{'codigo': 1, 'nome': 'Eletrônico'};00008567820198160065;CATANDUVAS - JUÍZO ÚNICO
00009891820228160065;Procedimento Investigatório Criminal (PIC-MP) ;Crimes contra a Flora;Cerro Azul;07/07/2022;10:43:21;;;{'codigo': 1, 'nome': 'Eletrônico'};00009891820228160065;CATANDUVAS - JUÍZO ÚNICO
00031669720228160147;Inquérito Policial;Crimes contra a Flora;Rio Branco do Sul;18/10/2022;11:58:15;;;{'codigo': 1, 'nome': 'Eletrônico'};00031669720228160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00046422020158160147;Ação Penal - Procedimento Ordinário;Crimes contra a Flora;Rio Branco do Sul;15/09/2015;14:58:08;;;{'codigo': 1, 'nome': 'Eletrônico'};00046422020158160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00011000220228160065;Ação Penal - Procedimento Sumaríssimo;Crimes contra a Flora;Cerro Azul;22/07/2022;16:41:05;;;{'codigo': 1, 'nome': 'Eletrônico'};00011000220228160065;CATANDUVAS - JUÍZO ÚNICO
00003712620198160147;Inquérito Policial;Crimes contra a Flora;Rio Branco do Sul;08/02/2019;13:39:18;;;{'codigo': 1, 'nome': 'Eletrônico'};00003712620198160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00001973020238160065;Procedimento Investigatório Criminal (PIC-MP) ;Crimes contra a Flora;Cerro Azul;10/02/2023;14:27:59;;;{'codigo': 1, 'nome': 'Eletrônico'};00001973020238160065;CATANDUVAS - JUÍZO ÚNICO
00003038920238160065;Restituição de Coisas Apreendidas;Crimes contra a Flora;Cerro Azul;02/03/2023;10:45:01;;;{'codigo': 1, 'nome': 'Eletrônico'};00003038920238160065;CATANDUVAS - JUÍZO ÚNICO
00003843820238160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;08/03/2023;19:40:46;;;{'codigo': 1, 'nome': 'Eletrônico'};00003843820238160065;CATANDUVAS - JUÍZO ÚNICO
00026881020238160065;Inquérito Policial;Crimes contra a Flora;Cerro Azul;11/12/2023;17:32:43;;;{'codigo': 1, 'nome': 'Eletrônico'};00026881020238160065;CATANDUVAS - JUÍZO ÚNICO
00009098820218160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;02/07/2021;14:50:22;;;{'codigo': 1, 'nome': 'Eletrônico'};00009098820218160065;CATANDUVAS - JUÍZO ÚNICO
00013910220228160065;Procedimento Investigatório Criminal (PIC-MP) ;Crimes contra a Flora;Cerro Azul;16/09/2022;17:19:51;;;{'codigo': 1, 'nome': 'Eletrônico'};00013910220228160065;CATANDUVAS - JUÍZO ÚNICO
00019315020228160065;Inquérito Policial;Crimes contra a Flora;Cerro Azul;24/12/2022;17:45:41;;;{'codigo': 1, 'nome': 'Eletrônico'};00019315020228160065;CATANDUVAS - JUÍZO ÚNICO
00014912020238160065;Procedimento Investigatório Criminal (PIC-MP) ;Crimes contra a Flora;Cerro Azul;31/07/2023;15:11:43;;;{'codigo': 1, 'nome': 'Eletrônico'};00014912020238160065;CATANDUVAS - JUÍZO ÚNICO
00009387020238160065;Ação Penal - Procedimento Ordinário;Crimes contra a Flora;Cerro Azul;23/05/2023;12:16:14;;;{'codigo': 1, 'nome': 'Eletrônico'};00009387020238160065;CATANDUVAS - JUÍZO ÚNICO
00008467920198160147;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Rio Branco do Sul;25/03/2019;17:04:58;;;{'codigo': 1, 'nome': 'Eletrônico'};00008467920198160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00000934820178160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;19/01/2017;16:07:58;;;{'codigo': 1, 'nome': 'Eletrônico'};00000934820178160065;CATANDUVAS - JUÍZO ÚNICO
00002683220238160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;24/02/2023;15:39:51;;;{'codigo': 1, 'nome': 'Eletrônico'};00002683220238160065;CATANDUVAS - JUÍZO ÚNICO
00008203620198160065;Ação Penal - Procedimento Ordinário;Crimes contra a Flora;Cerro Azul;05/04/2019;09:55:51;;;{'codigo': 1, 'nome': 'Eletrônico'};00008203620198160065;CATANDUVAS - JUÍZO ÚNICO
00008554120198160147;Inquérito Policial;Crimes contra a Flora;Rio Branco do Sul;25/03/2019;18:07:05;;;{'codigo': 1, 'nome': 'Eletrônico'};00008554120198160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00008597820198160147;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Rio Branco do Sul;25/03/2019;18:30:24;;;{'codigo': 1, 'nome': 'Eletrônico'};00008597820198160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00003231220258160065;Inquérito Policial;Crimes contra a Flora;Cerro Azul;11/02/2025;19:05:37;;;{'codigo': 1, 'nome': 'Eletrônico'};00003231220258160065;CATANDUVAS - JUÍZO ÚNICO
00011324120218160065;Procedimento Investigatório Criminal (PIC-MP) ;Crimes contra a Flora;Cerro Azul;12/08/2021;12:05:34;;;{'codigo': 1, 'nome': 'Eletrônico'};00011324120218160065;CATANDUVAS - JUÍZO ÚNICO
00016863920228160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;03/11/2022;17:58:18;;;{'codigo': 1, 'nome': 'Eletrônico'};00016863920228160065;CATANDUVAS - JUÍZO ÚNICO
00001090220178160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;19/01/2017;18:42:15;;;{'codigo': 1, 'nome': 'Eletrônico'};00001090220178160065;CATANDUVAS - JUÍZO ÚNICO
00010309320238160147;Inquérito Policial;Crimes contra a Flora;Rio Branco do Sul;28/03/2023;16:14:22;;;{'codigo': 1, 'nome': 'Eletrônico'};00010309320238160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00030459820248160147;Termo Circunstanciado;Crimes contra a Flora;Rio Branco do Sul;25/09/2024;15:37:49;;;{'codigo': 1, 'nome': 'Eletrônico'};00030459820248160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00032535320228160147;Ação Penal - Procedimento Sumaríssimo;Crimes contra a Flora;Rio Branco do Sul;26/10/2022;14:19:00;;;{'codigo': 1, 'nome': 'Eletrônico'};00032535320228160147;RIO BRANCO DO SUL - JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA
00020299820238160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;20/09/2023;19:38:35;;;{'codigo': 1, 'nome': 'Eletrônico'};00020299820238160065;CATANDUVAS - JUÍZO ÚNICO
00003920220198160147;Ação Penal - Procedimento Ordinário;Crimes contra a Flora;Rio Branco do Sul;08/02/2019;15:51:16;;;{'codigo': 1, 'nome': 'Eletrônico'};00003920220198160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00017646220248160065;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Cerro Azul;30/07/2024;10:01:07;;;{'codigo': 1, 'nome': 'Eletrônico'};00017646220248160065;CATANDUVAS - JUÍZO ÚNICO
00033766120168160147;Ação Penal - Procedimento Ordinário;Crimes contra a Flora;Rio Branco do Sul;17/10/2016;10:20:57;;;{'codigo': 1, 'nome': 'Eletrônico'};00033766120168160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
00003764820198160147;Ação Penal - Procedimento Sumário;Crimes contra a Flora;Rio Branco do Sul;08/02/2019;14:01:32;;;{'codigo': 1, 'nome': 'Eletrônico'};00003764820198160147;RIO BRANCO DO SUL - VARA CRIMINAL, INFÂNCIA E JUVENTUDE E FAMÍLIA E SUCESSÕES
